BNpcName,BNpcNameId,BNpcBaseId,TerritoryId,Placename,Level
Broenbhar Rocksplitter,826,715,s1f2,Lower La Noscea,40
molting megalocrab,825,714,s1f2,Lower La Noscea,5
island megalocrab,827,957,s1f2,Lower La Noscea,15
Cactuar Jack,866,1268,w1f1,Western Thanalan,9
doomed gigantoad,865,1267,w1f1,Western Thanalan,9
Bubbly Bernie,867,1269,w1f1,Western Thanalan,13
Babaroon Halfshell,872,1274,w1f2,Central Thanalan,9
Vodyanoi,873,1275,w1f2,Central Thanalan,14
Spitfire,874,1276,w1f2,Central Thanalan,7
Undertaker,877,1279,w1f3,Eastern Thanalan,17
Gossamer,878,1280,w1f3,Eastern Thanalan,29
elder longhorn,879,1281,w1f3,Eastern Thanalan,17
Blackbile Maladd Chah,884,1286,w1f4,Southern Thanalan,32
Padfoot,857,1230,s1f2,Lower La Noscea,10
Crier Briareos,868,1270,w1f1,Western Thanalan,21
Daddy Longlegs,869,1271,w1f1,Western Thanalan,22
mandragora prince,1357,1404,s1f2,Lower La Noscea,13
trenchtooth Sahagin,565,768,s1f4,Western La Noscea,48
shelfspine Sahagin,389,767,s1f4,Western La Noscea,44
shelfclaw Sahagin,384,766,s1f4,Western La Noscea,44
shelfscale Sahagin,386,765,s1f4,Western La Noscea,44
Tiny Chris,1325,1298,w1f2,Central Thanalan,14
Brass Blade,1277,1203,w1f2,Central Thanalan,3
nest commander,875,1277,w1f2,Central Thanalan,12
sea wasp,360,312,s1f4,Western La Noscea,48
water sprite,56,59,s1f4,Western La Noscea,44
shelfscale Reaver,347,773,s1f4,Western La Noscea,48
shelfeye Reaver,559,776,s1f4,Western La Noscea,48
shelfclaw Reaver,345,774,s1f4,Western La Noscea,48
pack jackal,833,995,s1f4,Western La Noscea,18
Solkwyb the Enlightened,824,997,s1f4,Western La Noscea,35
pack jackal,835,998,s1f4,Western La Noscea,19
scarred jackal,834,996,s1f4,Western La Noscea,21
Brass Blade,1277,1200,w1f4,Southern Thanalan,20
flame private,1371,1209,w1f3,Eastern Thanalan,13
wild wolf,1180,303,s1f5,Upper La Noscea,20
stoneshell,638,382,s1f5,Upper La Noscea,21
forest yarzon,381,159,s1f5,Upper La Noscea,22
coeurl pup,28,28,s1f5,Upper La Noscea,23
kobold footman,380,328,s1f5,Upper La Noscea,24
kobold pickman,370,329,s1f5,Upper La Noscea,24
Brass Blade,1277,1202,w1f3,Eastern Thanalan,21
Brass Blade,1277,1199,w1f3,Eastern Thanalan,12
bumble beetle,296,36,s1f5,Upper La Noscea,20
bumble beetle,296,36,s1f5,Upper La Noscea,21
bumble beetle,296,36,s1f5,Upper La Noscea,22
bumble beetle,296,36,s1f5,Upper La Noscea,23
bumble beetle,296,36,s1f5,Upper La Noscea,24
Brass Blade,1277,1198,w1f3,Eastern Thanalan,14
mud pugil,642,383,s1f5,Upper La Noscea,30
uragnite,643,389,s1f5,Upper La Noscea,31
salamander,391,139,s1f5,Upper La Noscea,34
Mamool Ja breeder,414,343,s1f5,Upper La Noscea,33
Mamool Ja executioner,413,344,s1f5,Upper La Noscea,33
Mamool Ja infiltrator,416,345,s1f5,Upper La Noscea,33
Mamool Ja sophist,415,346,s1f5,Upper La Noscea,33
Mamool Ja breeder,414,343,s1f5,Upper La Noscea,31
Mamool Ja infiltrator,416,345,s1f5,Upper La Noscea,31
Mamool Ja executioner,413,344,s1f5,Upper La Noscea,31
Mamool Ja sophist,415,346,s1f5,Upper La Noscea,31
kobold patrolman,379,328,s1f5,Upper La Noscea,34
kobold pitman,369,329,s1f5,Upper La Noscea,34
kobold sidesman,376,330,s1f5,Upper La Noscea,34
water sprite,56,59,s1f5,Upper La Noscea,30
water sprite,56,59,s1f5,Upper La Noscea,31
water sprite,56,59,s1f5,Upper La Noscea,34
water sprite,56,59,s1f5,Upper La Noscea,33
Ifrit,1185,207,w1fa,Unknown(w1fa),20
infernal nail,1186,208,w1fa,Unknown(w1fa),20
Ifrit,1185,401,w1fa,Unknown(w1fa),20
Red Rooster tiller,1334,1212,s1f2,Lower La Noscea,0
pteroc,62,65,s1f6,Outer La Noscea,30
Moraby hedgemole,967,1394,s1f2,Lower La Noscea,15
Solkwyb the Enlightened,824,999,s1f2,Lower La Noscea,35
able-bodied ambusher,838,1000,s1f2,Lower La Noscea,23
nameless attacker,839,1001,s1f2,Lower La Noscea,24
Gluttonous Gertrude,859,1232,s1f4,Western La Noscea,12
someone familiar,1314,1002,s1f2,Lower La Noscea,26
familiar marauder,837,1003,s1f2,Lower La Noscea,27
highland condor,398,13,s1f6,Outer La Noscea,34
velociraptor,412,2,s1f6,Outer La Noscea,34
basalt golem,365,30,s1f6,Outer La Noscea,34
young coeurl,2192,2269,s1f6,Outer La Noscea,34
coeurl,106,117,s1f6,Outer La Noscea,34
ringtail,407,6,s1f6,Outer La Noscea,34
,0,434,s1d2,Unknown(s1d2),32
lightning sprite,117,135,s1f6,Outer La Noscea,30
lightning sprite,117,135,s1f6,Outer La Noscea,34
kobold roundsman,377,755,s1f6,Outer La Noscea,41
kobold quarryman,562,756,s1f6,Outer La Noscea,41
kobold bedesman,375,757,s1f6,Outer La Noscea,41
Cuachac,852,1225,s1f2,Lower La Noscea,3
innocent maiden,1335,1217,s1f2,Lower La Noscea,0
lickerish lad,1336,1216,s1f2,Lower La Noscea,0
kobold bedesman,375,757,s1f6,Outer La Noscea,44
kobold quarryman,562,756,s1f6,Outer La Noscea,44
kobold roundsman,377,755,s1f6,Outer La Noscea,44
grenade,270,327,s1f6,Outer La Noscea,41
grenade,270,327,s1f6,Outer La Noscea,44
plasmoid,46,46,s1f6,Outer La Noscea,34
Solkwyb the Enlightened,824,992,s1f2,Lower La Noscea,35
Broenbhar Rocksplitter,826,993,s1f2,Lower La Noscea,40
Kujata,906,994,s1f2,Lower La Noscea,31
red jackal,968,1007,s1f2,Lower La Noscea,28
kobold priest,371,758,s1f6,Outer La Noscea,41
kobold priest,371,758,s1f6,Outer La Noscea,44
Old Six-arms,860,1233,s1f4,Western La Noscea,13
Barometz,861,1234,s1f4,Western La Noscea,10
careless carrier,1361,1216,s1f4,Western La Noscea,17
Yellowjacket,981,1192,s1f4,Western La Noscea,17
Ahctstymm Shadowlurker,853,1226,s1f2,Lower La Noscea,11
drowned crofter,1168,773,s1f4,Western La Noscea,14
Yellowjacket veteran,1337,1152,s1f2,Lower La Noscea,11
Yellowjacket greenback,1338,1192,s1f2,Lower La Noscea,0
sabotender,286,176,w1f4,Southern Thanalan,25
sandskin peiste,303,174,w1f4,Southern Thanalan,28
sandskin peiste,303,174,w1f4,Southern Thanalan,26
sabotender,286,176,w1f4,Southern Thanalan,27
sandstone golem,280,30,w1f4,Southern Thanalan,29
tempered sword,1998,2259,w1f4,Southern Thanalan,26
tempered brand,1999,2260,w1f4,Southern Thanalan,26
fallen soldier,320,18,w1f4,Southern Thanalan,26
fallen mage,323,19,w1f4,Southern Thanalan,26
Amalj'aa bruiser,256,167,w1f4,Southern Thanalan,26
Amalj'aa seer,259,169,w1f4,Southern Thanalan,26
Corpse Brigade knuckledancer,331,363,w1f4,Southern Thanalan,28
Corpse Brigade firedancer,332,365,w1f4,Southern Thanalan,28
Menuis,849,1222,s1f1,Middle La Noscea,8
potter wasp swarm,564,57,w1f4,Southern Thanalan,25
potter wasp swarm,564,57,w1f4,Southern Thanalan,26
potter wasp swarm,564,57,w1f4,Southern Thanalan,27
potter wasp swarm,564,57,w1f4,Southern Thanalan,28
potter wasp swarm,564,57,w1f4,Southern Thanalan,29
angler,307,356,w1f4,Southern Thanalan,30
dune angler,2191,2268,w1f4,Southern Thanalan,31
angler,307,356,w1f4,Southern Thanalan,32
sandworm,290,357,w1f4,Southern Thanalan,31
sandworm,290,357,w1f4,Southern Thanalan,32
smoke bomb,132,17,w1f4,Southern Thanalan,32
sundrake,264,190,w1f4,Southern Thanalan,32
russet yarzon,285,42,w1f4,Southern Thanalan,31
fallen pikeman,321,18,w1f4,Southern Thanalan,34
fallen wizard,324,19,w1f4,Southern Thanalan,34
fire sprite,116,134,w1f4,Southern Thanalan,31
fire sprite,116,134,w1f4,Southern Thanalan,32
fire sprite,116,134,w1f4,Southern Thanalan,34
Amalj'aa halberdier,2155,166,w1f4,Southern Thanalan,32
Amalj'aa sniper,252,168,w1f4,Southern Thanalan,32
Amalj'aa divinator,260,169,w1f4,Southern Thanalan,32
Wood Wailer lance,526,480,f1f2,East Shroud,9
bronze tortoise,2511,358,w1f4,Southern Thanalan,43
iron tortoise,243,358,w1f4,Southern Thanalan,46
Amalj'aa pugilist,253,740,w1f4,Southern Thanalan,45
Amalj'aa lancer,245,739,w1f4,Southern Thanalan,45
Amalj'aa thaumaturge,258,742,w1f4,Southern Thanalan,45
megalocrab,561,326,s1f1,Middle La Noscea,8
Shearing Sheridan,850,1223,s1f1,Middle La Noscea,10
Zanr'ak thaumaturge,1879,742,w1f4,Southern Thanalan,48
Zanr'ak pugilist,1880,740,w1f4,Southern Thanalan,48
Zanr'ak lancer,2297,739,w1f4,Southern Thanalan,48
Amalj'aa lancer,245,739,w1f4,Southern Thanalan,47
Amalj'aa archer,249,741,w1f4,Southern Thanalan,47
Amalj'aa pugilist,253,740,w1f4,Southern Thanalan,47
Zanr'ak thaumaturge,1879,742,w1f4,Southern Thanalan,49
Zanr'ak archer,2296,741,w1f4,Southern Thanalan,49
Zanr'ak pugilist,1880,740,w1f4,Southern Thanalan,49
Zahar'ak pugilist,1839,740,w1f4,Southern Thanalan,48
Zahar'ak lancer,1837,739,w1f4,Southern Thanalan,48
Zahar'ak thaumaturge,1840,742,w1f4,Southern Thanalan,48
Zahar'ak archer,1838,741,w1f4,Southern Thanalan,48
tempered gladiator,337,367,w1f4,Southern Thanalan,46
tempered orator,339,369,w1f4,Southern Thanalan,46
shallowscale Reaver,346,1318,s1d1,Unknown(s1d1),15
wildfire sprite,912,134,w1f4,Southern Thanalan,45
wildfire sprite,912,134,w1f4,Southern Thanalan,46
wildfire sprite,912,134,w1f4,Southern Thanalan,47
wildfire sprite,912,134,w1f4,Southern Thanalan,48
wildfire sprite,912,134,w1f4,Southern Thanalan,49
Stone Torch,1276,1417,w1f4,Southern Thanalan,29
thrill-seeking skeptic,1340,1216,s1f3,Eastern La Noscea,0
thrill-seeking milksop,1339,1216,s1f3,Eastern La Noscea,0
fire sprite,116,134,w1f4,Southern Thanalan,30
Kokoroon Quickfingers,858,1231,s1f3,Eastern La Noscea,32
shallowclaw Reaver,344,1319,s1d1,Unknown(s1d1),15
shallowclaw Reaver,344,1322,s1d1,Unknown(s1d1),15
shallowscale Reaver,346,1320,s1d1,Unknown(s1d1),15
shallowclaw Reaver,344,1321,s1d1,Unknown(s1d1),15
shallowclaw Reaver,344,1323,s1d1,Unknown(s1d1),15
cute courtesan,891,1082,s1f3,Eastern La Noscea,32
Tryptix Stumblemox,862,1235,s1f4,Western La Noscea,18
Simurgh,886,1288,s1f5,Upper La Noscea,23
Baron von Quiveron III Esquire,328,355,w1f2,Central Thanalan,12
Anselm Larkscall,854,1227,s1f2,Lower La Noscea,10
Fiebras the Dull,855,1228,s1f2,Lower La Noscea,10
basilisk,304,173,w1f5,Northern Thanalan,49
Chachamun,1245,1312,w1f3,Eastern Thanalan,5
Bertram,1246,1313,w1f3,Eastern Thanalan,0
E'tajha Sapphire-eyes,1252,800,w1f3,Eastern Thanalan,26
Hunberct Longhaft,1254,802,w1f3,Eastern Thanalan,27
E'lahmui Ruby-eyes,1253,801,w1f3,Eastern Thanalan,26
quartz doblyn,275,188,w1f5,Northern Thanalan,49
grenade,270,327,w1f5,Northern Thanalan,49
ahriman,242,183,w1f5,Northern Thanalan,49
earth sprite,113,131,w1f5,Northern Thanalan,49
Yellowjacket,981,1153,s1f2,Lower La Noscea,12
3rd Cohort hoplomachus,53,55,w1f5,Northern Thanalan,49
3rd Cohort eques,59,62,w1f5,Northern Thanalan,49
3rd Cohort signifer,61,64,w1f5,Northern Thanalan,49
3rd Cohort secutor,60,63,w1f5,Northern Thanalan,49
3rd Cohort laquearius,58,61,w1f5,Northern Thanalan,49
magitek vanguard,269,200,w1f5,Northern Thanalan,49
Grishild the Ungood,870,1272,w1f2,Central Thanalan,5
Aldebrand,1250,1314,w1f3,Eastern Thanalan,0
Jajanzo,1249,1315,w1f3,Eastern Thanalan,0
Rururaji,1248,1316,w1f3,Eastern Thanalan,0
Tiny Aurochs,1247,1317,w1f3,Eastern Thanalan,0
cowardly challenger,1341,1178,w1f2,Central Thanalan,0
Titan,1801,247,s1fa,Unknown(s1fa),50
Titan,1801,434,s1fa,Unknown(s1fa),50
Titan,1801,434,s1fa,Unknown(s1fa),34
Pfarmurl the Driven,1178,1390,w1f1,Western Thanalan,5
shipment of brass cogs,902,603,w1f1,Western Thanalan,8
Glassjaw Nazagg Gah,876,1278,w1f3,Eastern Thanalan,18
Amalj'aa supply crate,900,1293,w1f3,Eastern Thanalan,18
flame scout,1343,1161,w1f3,Eastern Thanalan,18
Ul'dahn naturalist,1351,1219,w1f4,Southern Thanalan,29
,1,1325,leve_test,Unknown(leve_test),0
Gisfrid the Grinder,882,1284,w1f4,Southern Thanalan,28
Brass Blade,1277,1157,w1f4,Southern Thanalan,25
Brass Blade,1277,1202,w1f4,Southern Thanalan,25
Milleuda the Slitter,883,1285,w1f4,Southern Thanalan,29
U'lamana,888,1083,w1f4,Southern Thanalan,28
healer of the Drake,890,1085,w1f4,Southern Thanalan,25
ranger of the Drake,889,1084,w1f4,Southern Thanalan,25
U'kahmuli,918,1373,w1f4,Southern Thanalan,25
U'ralka,919,1374,w1f4,Southern Thanalan,25
U'konelua,920,1375,w1f4,Southern Thanalan,25
U'ndomii,921,1376,w1f4,Southern Thanalan,25
U'lolamo,922,1377,w1f4,Southern Thanalan,25
U'lamana,888,1083,w1f4,Southern Thanalan,30
Aismurl Goldmember,1326,1378,s1f3,Eastern La Noscea,50
debauched degenerate,1327,1379,s1f3,Eastern La Noscea,30
longhorn billygoat,880,1282,w1f3,Eastern Thanalan,16
longhorn nannygoat,881,1283,w1f3,Eastern Thanalan,16
longhorn nannygoat,881,1283,w1f3,Eastern Thanalan,14
Yellowjacket,981,1190,s1f3,Eastern La Noscea,30
gila monster,950,139,w1f3,Eastern Thanalan,10
ranger of the Drake,1278,1342,w1f4,Southern Thanalan,29
Ulhuadshi,885,1287,w1f4,Southern Thanalan,32
storm private,1332,1155,s1f4,Western La Noscea,13
Chachamun,1245,1343,w1f3,Eastern Thanalan,5
storm courier,1346,1418,s1f4,Western La Noscea,13
mauled merchant,1347,1294,w1f1,Western Thanalan,19
Yellowjacket captain,1359,1194,s1f4,Western La Noscea,16
Amalj'aa drakelasher,1353,166,w1f4,Southern Thanalan,0
Amalj'aa bruiser,256,167,w1f4,Southern Thanalan,0
Cancer,1200,1371,s1f3,Eastern La Noscea,32
fallen supplies,1232,1325,s1f2,Lower La Noscea,20
materiel crate,1231,1326,s1f2,Lower La Noscea,24
Lazy Laurence,1202,1369,f1f2,East Shroud,20
repair supplies,1225,1327,s1f3,Eastern La Noscea,30
bonfire,1230,1328,f1f2,East Shroud,20
sap auger,1229,1329,f1f2,East Shroud,24
hysterical hawker,1369,1289,s1f4,Western La Noscea,15
sleepless citizen,1370,1217,s1f4,Western La Noscea,15
hidden rations,1228,1330,f1f3,South Shroud,29
bronze urn,1227,1331,w1f3,Eastern Thanalan,20
wallstone,1226,1332,w1f3,Eastern Thanalan,24
repair supplies,1225,1333,w1f4,Southern Thanalan,30
oyster hunter,1363,1217,s1f3,Eastern La Noscea,50
dodo's nest,1362,1405,s1f4,Western La Noscea,12
lone coeurl,1312,1419,s1f5,Upper La Noscea,23
Amalj'aa ravager,1177,1238,w1f3,Eastern Thanalan,7
quay worker,1368,1144,s1f2,Lower La Noscea,0
quay worker,1368,1142,s1f2,Lower La Noscea,0
Mormo's missionary,1213,1239,w1f1,Western Thanalan,28
quay worker,1368,1152,s1f2,Lower La Noscea,0
quay worker,1368,1155,s1f2,Lower La Noscea,0
quay worker,1368,1168,s1f2,Lower La Noscea,0
quay worker,1368,1173,s1f2,Lower La Noscea,0
quay worker,1368,1181,s1f2,Lower La Noscea,0
Coffer & Coffin heavy,1367,1133,w1f2,Central Thanalan,7
rutting buffalo,894,1408,s1f3,Eastern La Noscea,31
butting buffalo,1608,1420,s1f3,Eastern La Noscea,31
Guguroon Wetnose,871,1273,w1f2,Central Thanalan,7
,0,1436,s1d1,Unknown(s1d1),0
leafbleed ochu,497,1393,f1f2,East Shroud,18
wild hoglet,14,518,f1f2,East Shroud,18
pus gnat,125,151,f1f2,East Shroud,18
All-seeing Eye,1397,1541,r1r1,Unknown(r1r1),44
,0,1442,event_test,Unknown(event_test),0
corrupted crystal,2154,1547,r1r1,Unknown(r1r1),44
corrupted crystal,2154,1548,r1r1,Unknown(r1r1),44
Koshchei,1678,1457,r1d1,Unknown(r1d1),41
Isgebind,1680,1456,r1d1,Unknown(r1d1),41
lesser wyvern,1676,1460,r1d1,Unknown(r1d1),41
monolith,1649,237,r1fa,Unknown(r1fa),30
Garuda,1644,239,r1fa,Unknown(r1fa),44
razor plume,1647,238,r1fa,Unknown(r1fa),44
razor plume,1647,688,r1fa,Unknown(r1fa),44
Garuda,1644,1571,r1fa,Unknown(r1fa),50
Garuda,1644,1570,r1fa,Unknown(r1fa),44
Miraudont the Madder,517,1454,f1f4,North Shroud,18
Ixali dulltalon,192,1453,f1f4,North Shroud,15
8th Cohort centurion,2114,1881,w1d4,Unknown(w1d4),50
8th Cohort hoplomachus,2105,1865,w1d4,Unknown(w1d4),50
8th Cohort signifer,2109,1869,w1d4,Unknown(w1d4),50
8th Cohort eques,2107,1867,w1d4,Unknown(w1d4),50
the Black Eft,557,1882,w1d4,Unknown(w1d4),50
magitek reaper,2092,2248,w1d4,Unknown(w1d4),50
8th Cohort medicus,2111,1871,w1d4,Unknown(w1d4),50
wind sprite,115,1659,f1f2,East Shroud,8
raw sludge,1910,1660,f1f2,East Shroud,10
Sister Wulfiue,1419,1661,f1f2,East Shroud,15
,0,2041,w1d4,Unknown(w1d4),50
recluse hippogryph,1688,1740,f1d3,Unknown(f1d3),50
lunatic follower,1681,1494,f1d3,Unknown(f1d3),50
lunatic follower,1681,1495,f1d3,Unknown(f1d3),50
soul collector,1685,1500,f1d3,Unknown(f1d3),50
succubus,1687,1502,f1d3,Unknown(f1d3),50
smolenkos,1686,1501,f1d3,Unknown(f1d3),50
dark helot,1697,1485,f1d3,Unknown(f1d3),50
bloodlapper,1695,1487,f1d3,Unknown(f1d3),50
magitek vanguard F-1,2116,1883,w1d4,Unknown(w1d4),50
Foulques of the Mist,614,1745,f1f2,East Shroud,20
Kamapuaa,1942,1741,f1f2,East Shroud,21
wild hog,15,1742,f1f2,East Shroud,20
fire sprite,116,1744,f1f2,East Shroud,20
water sprite,56,1743,f1f2,East Shroud,20
,0,1459,r1d1,Unknown(r1d1),41
Sister Wulfiue,1419,1688,f1f3,South Shroud,25
Brother Nolanel,1425,1689,f1f3,South Shroud,26
Brother Joacin,1426,1690,f1f3,South Shroud,27
mud pie,1919,1683,f1f3,South Shroud,25
decaying treant,1920,1684,f1f3,South Shroud,25
sewer rat,1921,1685,f1f3,South Shroud,24
earth sprite,113,1686,f1f3,South Shroud,25
lightning sprite,117,1692,f1f3,South Shroud,25
wind sprite,115,1691,f1f3,South Shroud,25
water sprite,56,1693,f1f3,South Shroud,25
mud pie princess,1923,1687,f1f3,South Shroud,26
Cid,1486,1995,w1d4,Unknown(w1d4),50
swollen morbol fruit,1537,1469,r1r2,Unknown(r1r2),47
cermet wall,2208,1996,w1d4,Unknown(w1d4),50
8th Cohort secutor,2108,1868,w1d4,Unknown(w1d4),50
,0,1415,event_test,Unknown(event_test),0
8th Cohort laquearius,2106,1866,w1d4,Unknown(w1d4),50
Mark XLIII mini cannon,2206,1885,w1d4,Unknown(w1d4),50
magitek vanguard,269,1879,w1d4,Unknown(w1d4),50
magitek death claw,2121,2250,w1d4,Unknown(w1d4),50
magitek colossus rubricatus,2117,1884,w1d4,Unknown(w1d4),50
morbol fruit,1536,573,r1r2,Unknown(r1r2),47
granite gaol,1804,1444,s1fa,Unknown(s1fa),34
magitek colossus,297,2249,w1d4,Unknown(w1d4),50
imperial assault craft,510,434,w1d4,Unknown(w1d4),50
Livia sas Junius,2118,2027,w1d4,Unknown(w1d4),50
tainted earth sprite,1424,1682,f1f3,South Shroud,25
Wilred of the Falling Petal,2071,1984,w1f4,Southern Thanalan,27
strapping lad,2072,1985,w1f4,Southern Thanalan,25
strapping lad,2072,1986,w1f4,Southern Thanalan,25
Gundobald the Resolute,2069,1982,w1f4,Southern Thanalan,27
Ala Mhigan shaman,2070,1983,w1f4,Southern Thanalan,27
Lavafang Hemozz Teh,2067,1977,w1f4,Southern Thanalan,28
Amalj'aa pugilist,253,1978,w1f4,Southern Thanalan,25
Amalj'aa lancer,245,1980,w1f4,Southern Thanalan,25
battle drake,1126,1981,w1f4,Southern Thanalan,25
Ala Mhigan conscript,2068,1729,w1f4,Southern Thanalan,25
tempered pikeman,2202,1730,w1f4,Southern Thanalan,25
Amalj'aa archer,249,1979,w1f4,Southern Thanalan,27
shadowclaw,1614,1801,r1f1,Coerthas Central Highlands,37
shadow eye,1615,1802,r1f1,Coerthas Central Highlands,35
touch of shadow,1616,1803,r1f1,Coerthas Central Highlands,35
breath of shadow,1617,1804,r1f1,Coerthas Central Highlands,35
Foreseer K'lyhia,1493,2048,s1f1,Middle La Noscea,12
goblin picaroon,1950,2047,s1f1,Middle La Noscea,9
goblin trader,1949,2046,s1f1,Middle La Noscea,10
,0,2049,s1f1,Middle La Noscea,10
sylvan budnapper,583,1582,f1f2,East Shroud,23
sylpheed snarl,69,1584,f1f2,East Shroud,23
Yda,619,1586,f1f2,East Shroud,50
Papalymo,620,1587,f1f2,East Shroud,50
sylpheed sigh,68,1583,f1f2,East Shroud,22
sylpheed screech,67,1658,f1f2,East Shroud,22
milkroot morbol,2063,1585,f1f2,East Shroud,22
Titan,1801,248,s1fa,Unknown(s1fa),50
granite gaol,1804,1506,s1fa,Unknown(s1fa),50
granite gaol,1804,1505,s1fa,Unknown(s1fa),50
bomb boulder,1803,1443,s1fa,Unknown(s1fa),50
Thubyrgeim the Transpicuous,1496,2061,s1f2,Lower La Noscea,40
Geissfryn Eveningcalm,1494,2063,s1f2,Lower La Noscea,20
Aersthota Morningcalm,1495,2064,s1f2,Lower La Noscea,20
,0,2062,s1f2,Lower La Noscea,30
mindful mercenary,1956,2059,s1f2,Lower La Noscea,20
menacing mercenary,1957,2060,s1f2,Lower La Noscea,22
Mamool Ja mercenary,1958,2065,s1f2,Lower La Noscea,20
Mamool Ja mercenary,1958,2066,s1f2,Lower La Noscea,20
melancholy mercenary,1960,2067,s1f2,Lower La Noscea,20
Inquisitor Guillaime,2083,1746,r1f1,Coerthas Central Highlands,41
wyrmhound,1293,1748,r1f1,Coerthas Central Highlands,38
Drillemont the Honest,2085,1750,r1f1,Coerthas Central Highlands,40
House Durendaire knight,2086,1751,r1f1,Coerthas Central Highlands,39
House Durendaire knight,2086,1752,r1f1,Coerthas Central Highlands,39
wyvern,656,1749,r1f1,Coerthas Central Highlands,39
Koshchei,1678,1458,r1d1,Unknown(r1d1),41
mouche volante,1497,1542,r1r1,Unknown(r1r1),44
amanuensis,1498,1543,r1r1,Unknown(r1r1),44
deepvoid slave,1499,1545,r1r1,Unknown(r1r1),44
House Durendaire guard,1581,1672,r1f1,Coerthas Central Highlands,29
Downy Dunstan,1427,1780,r1f1,Coerthas Central Highlands,36
House Fortemps guard,1582,1670,r1f1,Coerthas Central Highlands,31
Gargamelle,1429,1782,r1f1,Coerthas Central Highlands,39
Lutin,1430,1783,r1f1,Coerthas Central Highlands,39
Seps,1431,1784,r1f1,Coerthas Central Highlands,40
Rongeur,1432,1785,r1f1,Coerthas Central Highlands,45
Klythios,1433,1786,r1f1,Coerthas Central Highlands,46
Roc,1434,1787,r1f1,Coerthas Central Highlands,39
House Fortemps guard,1582,1672,r1f1,Coerthas Central Highlands,34
bomb servitor,1619,1806,r1f1,Coerthas Central Highlands,35
votive candle,1622,1809,r1f1,Coerthas Central Highlands,35
red marshmallow,1623,1810,r1f1,Coerthas Central Highlands,35
bomb char,1620,1807,r1f1,Coerthas Central Highlands,35
bomb queen,1618,1805,r1f1,Coerthas Central Highlands,36
bomb baronet,1621,1808,r1f1,Coerthas Central Highlands,30
Silvairre the Virtuous,599,1450,f1f3,South Shroud,20
Coeurlclaw healer,1907,1448,f1f3,South Shroud,17
Coeurlclaw hunter,139,1449,f1f3,South Shroud,20
Leih Aliapoh,598,1635,f1f3,South Shroud,30
Coeurlclaw healer,1907,1636,f1f3,South Shroud,30
Coeurlclaw trapper,550,1637,f1f3,South Shroud,30
Foulques of the Mist,614,1638,f1f1,Central Shroud,20
Dione,1443,1797,l1f1,Mor Dhona,46
Voluptuous Vivian,1610,1799,l1f1,Mor Dhona,44
tree slug,39,39,s1f1,Middle La Noscea,5
sylpheed sigh,68,1584,f1f2,East Shroud,23
tainted wind sprite,1420,1662,f1f2,East Shroud,10
Hourlinet the Devout,2081,1739,r1f1,Coerthas Central Highlands,38
Ishgardian heavy infantry,2076,1731,r1f1,Coerthas Central Highlands,35
Alderique the Unyielding,1454,1735,r1f1,Coerthas Central Highlands,35
shifty-eyed vagrant,1107,317,s1f4,Western La Noscea,15
shifty-eyed vagrant,1107,318,s1f4,Western La Noscea,15
Ishgardian chirurgeon,2077,1732,r1f1,Coerthas Central Highlands,35
Ishgardian archer,2078,1733,r1f1,Coerthas Central Highlands,35
Ishgardian light infantry,2079,1734,r1f1,Coerthas Central Highlands,35
Haurchefant of the Silver Fuller,2082,1738,r1f1,Coerthas Central Highlands,41
Ishgardian banneret,2080,1736,r1f1,Coerthas Central Highlands,38
wyvern,656,1737,r1f1,Coerthas Central Highlands,38
monolith,1649,240,r1fa,Unknown(r1fa),50
Garuda,1644,242,r1fa,Unknown(r1fa),50
razor plume,1647,241,r1fa,Unknown(r1fa),50
razor plume,1647,1534,r1fa,Unknown(r1fa),50
Garuda,1644,1572,r1fa,Unknown(r1fa),50
satin plume,1648,1535,r1fa,Unknown(r1fa),50
Chirada,1646,1566,r1fa,Unknown(r1fa),50
Suparna,1645,1567,r1fa,Unknown(r1fa),50
monolith,1649,243,r1fa,Unknown(r1fa),50
Garuda,1644,1573,r1fa,Unknown(r1fa),50
Garuda,1644,245,r1fa,Unknown(r1fa),50
razor plume,1647,244,r1fa,Unknown(r1fa),50
spiny plume,2091,1536,r1fa,Unknown(r1fa),50
Garuda,1644,1574,r1fa,Unknown(r1fa),50
satin plume,1648,1537,r1fa,Unknown(r1fa),50
Chirada,1646,1568,r1fa,Unknown(r1fa),50
Suparna,1645,1569,r1fa,Unknown(r1fa),50
Coerthan porter,1712,2167,r1f1,Coerthas Central Highlands,0
seasoned adventurer,1584,1165,l1f1,Mor Dhona,39
seasoned adventurer,1584,1178,l1f1,Mor Dhona,40
water sprite,56,1681,f1f2,East Shroud,14
Y'shtola,729,1651,r1f1,Coerthas Central Highlands,50
Yda,619,1650,r1f1,Coerthas Central Highlands,50
Biggs,1418,1656,r1f1,Coerthas Central Highlands,41
5th Cohort decurion,2087,1652,r1f1,Coerthas Central Highlands,45
5th Cohort sagittarius,2088,1653,r1f1,Coerthas Central Highlands,41
5th Cohort laquearius,1810,1654,r1f1,Coerthas Central Highlands,42
magitek vanguard H-1,2089,1655,r1f1,Coerthas Central Highlands,45
magitek vanguard,269,1657,r1f1,Coerthas Central Highlands,44
tree slug,39,39,s1f5,Upper La Noscea,23
,0,1482,r1r2,Unknown(r1r2),0
,0,1539,r1r2,Unknown(r1r2),0
