key,name
1525,Crimson Cyclone
1526,Assault Cannon
1527,Piercing Thrust
1528,Incinerate
1529,Inferno Howl
1530,Searing Wind
1531,Vulcan Burst
1532,Crimson Cyclone
1533,attack
1534,Infernal Fetters
1535,Infernal Surge
1536,Hellfire
1537,Soar
1538,Descend
1539,Death Throes
1540,
1541,
1542,Crystalline Shower
1543,Breath Wing
1544,Brood Rage
1545,Hatch
1546,Viscous Aetheroplasm
1547,Predatory Swoop
1548,Friction
1549,Friction
1550,Feather Rain
1551,Thermal Tumult
1552,Wicked Wheel
1553,Downburst
1554,Aerial Blast
1555,Gigastorm
1556,Cyclone
1557,Super Cyclone
1558,Testudo
1559,Glory Slash
1560,Mythril Tempest
1561,Thrill of War
1562,Full Swing
1563,Axe Kick
1564,Somersault
1565,Fetter Ward
1566,Impulse Rush
1567,Skewer
1568,Manasong
1569,Farshot
1570,Blast Shot
1571,Sacred Prism
1572,Divine Breath
1573,Night Wing
1574,Phantom Dart
1575,Misty Veil
1576,Wither
1577,Aura Blast
1578,Focalization
1579,Weapon Throw
1580,Enliven
1581,Aetheric Burst
1582,Equanimity
1583,Mana Draw
1584,Purify
1585,Attunement
1586,Detect
1587,Malmsight
1588,Overwhelm
1589,Ill Wind
1590,Recuperate
1591,Between the Eyes
1592,Stun Gun
1593,Report
1594,Retrogradation
1595,Tar Pit
1596,Carnal Chill
1597,Push Back
1598,
1599,
1600,
1601,
1602,
1603,
1604,
1605,
1606,
1607,
1608,
1609,
1610,Blood Sword
1611,透明：合体引き寄せ/ハウケタハード
1612,Danse Macabre
1613,100-kuponze Swipe
1614,Moogle-Go-Round
1615,Spinning Mogshield
1616,Come at Me Kupo
1617,Pom Flare
1618,Pom Meteor
1619,Pom Cure
1620,Pom Holy
1621,Moogle Eye Shot
1622,Mograin of Death
1623,March of the Moogles
1624,March of the Moogles
1625,Moogle Thrust
1626,1000-kuponze Charge
1627,Mog Creation
1628,Memento Moogle
1629,Moogle-Go-Round
1630,Come at Me Kupo
1631,Pom Meteor
1632,Pom Holy
1633,Mograin of Death
1634,March of the Moogles
1635,透明：モーグリ：モーグリショット：ターゲッティング/ノーマル
1636,透明：モーグリ：アローレイン：ターゲッティング/ノーマル
1637,Spell of Restoration
1638,Guardian Aura
1639,Charge Up
1640,Critical Swing
1641,Critical Sweep
1642,Pulverizing Punch
1643,Thwack
1644,Blizzaga V
1645,Fire V
1646,Gravity II
1647,Play Rough
1648,Tornado II
1649,Warp
1650,透明：アルテマウェポン：アルテマ弾ターゲッティング
1651,タイタン・エギ：タイタンハード/ＡＡ
1652,透明：タイタン：岩の牢獄
1653,Suction
1654,Acid Mist
1655,Gas Shell
1656,Flash Flood
1657,Acid Shower
1658,Wallop
1659,Putrid Cloud
1660,Peel
1661,Terror Touch
1662,Paralyze III
1663,Banish
1664,Banish III
1665,Banish
1666,Divide
1667,Screwdriver
1668,Aether Detonation
1669,Aether Detonation
1670,Wallop
1671,Eye of the Storm
1672,Aero Blast
1673,Whipcrack
1674,Bombination
1675,Zombify
1676,Eruption
1677,Eruption
1678,Fire II
1679,Dark Fire III
1680,Self-destruct
1681,Rockslide
1682,Plaincracker
1683,Earthen Heart
1684,Self-destruct
1685,Dark Fire III
1686,Mercurial Strike
1687,Power Attack
1688,Impact Roar
1689,Sand Pillar
1690,Fast Boulder
1691,Burst
1692,Dust Explosion
1693,Self-destruct
1694,Decipher
1695,Dig
1696,Void Blizzard III
1697,Void Blizzard
1698,Icefall
1699,Nether Burst
1700,アークデーモン：AA
1701,Abyssal Swing
1702,Abyssal Transfixion
1703,Abyssal Charge
1704,Tenebrous Missile
1705,Prime Guillotine
1706,Abyssal Charge
1707,Death Scythe
1708,Dismember
1709,Void Miasma
1710,Danse Macabre
1711,Hell Slash
1712,Mow
1713,Frightful Roar
1714,Void Fire II
1715,Void Thunder III
1716,Dark Mist
1717,Void Fire IV
1718,Void Thunder IV
1719,Beguiling Mist
1720,Blood Rain
1721,Blood Rain
1722,Blood Rain
1723,Void Fire II
1724,Dark Mist
1725,Great Divide
1726,Dimension Zero
1727,
1728,
1729,
1730,Ancient Flare
1731,Ancient Flare
1732,Quake III
1733,Vacuum Slash
1734,Abyssal Slash
1735,Megiddo Flame
1736,Vacuum Slash
1737,Abyssal Slash
1738,Abyssal Slash
1739,Abyssal Slash
1740,Abyssal Slash
1741,Megiddo Flame
1742,Megiddo Flame
1743,Megiddo Flame
1744,Megiddo Flame
1745,Quake
1746,Hundred Cuts
1747,Hundred Cuts
1748,Ancient Flare
1749,Void Fire
1750,Thunderbolt
1751,Charybdis
1752,Charybdis
1753,Wild Horn
1754,ベヒーモス：二本足
1755,Trounce
1756,Ecliptic Meteor
1757,Aim
1758,Flame Burst
1759,Astral Light
1760,Demonize
1761,Mistral Song
1762,Fatal Allure
1763,Featherlance
1764,Fiery Breath
1765,Big Sneeze
1766,Throw
1767,
1768,Magnetic Field
1769,
1770,Condemnation
1771,Corrupted Tail
1772,Grim Cleaver
1773,Grim Halo
1774,Desolation
1775,Grim Fate
1776,
1777,Great Whirlwind
1778,Snowball
1779,
1780,Moonfall Slash
1781,Dust Diffusion
1782,Will of Darkness
1783,Holy Flame
1784,Poison Spore
1785,Grand Sword
1786,Grand Strike
1787,Magitek Ray
1788,Attack
1789,Self-destruct
1790,Rotten Breath
1791,the Look
1792,Tail Drive
1793,
1794,Rock Buster
1795,Tumult
1796,Weight of the Land
1797,Rock Throw
1798,Landslide
1799,Geocrush
1800,Earthen Fury
1801,Weight of the Land
1802,Viscous Aetheroplasm
1803,Ceruleum Vent
1804,Homing Lasers
1805,Diffractive Laser
1806,Magitek Ray
1807,Magitek Ray
1808,Magitek Ray
1809,Aetheroplasm
1810,Aetheric Boom
1811,Aetheroplasm
1812,Fusion Burst
1813,Tank Purge
1814,Freefire
1815,Ultima
1816,Mistral Song
1817,Vulcan Burst
1818,Eye of the Storm
1819,Geocrush
1820,Radiant Plume
1821,Weight of the Land
1822,Burst
1823,Eruption
1824,Crimson Cyclone
1825,Assault Cannon
1826,Viscous Aetheroplasm
1827,透明：アルテマウェポン：アルテマ弾ターゲッティング
1828,Level 5 Petrify
1829,Void Fire II
1830,Void Blizzard
1831,Sweet Steel
1832,Detonator
1833,Dark Mist
1834,Cold Caress
1835,Earthbreak
1836,Bravery
1837,Earthquake
1838,Bottomless Desert
1839,Earthbreak
1840,Sand Cyclone
1841,Grand Sword
1842,Void Thunder III
1843,
1844,Tail Drive
1845,Attractant
1846,Devour
1847,Dirty Sneeze
1848,Beatdown
1849,Spore Cloud
1850,Spit
1851,Spore Burst
1852,Purulent Ooze
1853,Attack
1854,Inhale
1855,Aqua Breath
1856,Tail Whip
1857,Scale Darts
1858,Waterspout
1859,Waterspout
1860,Body Slam
1861,Spinning Dive
1862,Stun Shot
1863,Bilgestorm
1864,Hydro Shot
1865,Dreadstorm
1866,Dreadwash
1867,Tidal Roar
1868,Tidal Roar
1869,Spinning Dive
1870,Aether Draw
1871,Splash
1872,Tidal Wave
1873,Grand Fall
1874,Ruin
1875,Darkness
1876,Dread Tide
1877,Dread Tide
1878,Dread Tide
1879,Dread Tide
1880,Diabolic Curse
1881,Pavor Nocturnus
1882,Attack
1883,Camisado
1884,Nightmare
1885,Scurvy
1886,Deathtrap
1887,Unlock
1888,透明：悪魔の扉：吸い込み
1889,Diabolic Curse
1890,Graviball
1891,Critical Gravity
1892,Noctoshield
1893,Ruinous Omen
1894,Ultimate Terror
1895,Night Terror
1896,Scale Flakes
1897,Exuviation
1898,Poison Dust
1899,Swoop
1900,Stormwind
1901,Climb
1902,Eerie Soundwave
1903,Plague Swipe
1904,Corrosive Gale
1905,Erosion Darts
1906,Cannonball
1907,Deadly Thrust
1908,Claw
1909,Bad-mouth
1910,Kick and Scream
1911,Venom
1912,Cursed Sphere
1913,Death Ray
1914,Hex Eye
1915,Loom
1916,Paralyze III
1917,Briny Veil
1918,Career
1919,Glider Ram
1920,Goblin Rush
1921,Bomb Toss
1922,Sniper Shot
1923,Burst
1924,Needle Burst
1925,
1926,Barrel Toss
1927,Ceruleum Explosion
1928,Scramble
1929,Glider Ram
1930,attack
1931,Flamethrower
1932,Bombardment
1933,Carpet Bomb
1934,Giant Bomb
1935,Burst
1936,Big Burst
1937,
1938,
1939,Cermet Drill
1940,Drill Cannons
1941,Overcharge
1942,Hit and Run
1943,Bloody Caress
1944,Thorn Whip
1945,Floral Trap
1946,Devour
1947,Spit
1948,Viscid Emission
1949,Blighted Bouquet
1950,Leafstorm
1951,Leafstorm
1952,Swarm
1953,Acid Rain
1954,Rotten Stench
1955,Sharp Sting
1956,Terminal Sting
1957,Acid Spray
1958,Acid Cloud
1959,Acid Ooze
1960,Tail Slap
1961,Red Lotus Blade
1962,Circle of Flames
1963,Circle Blade
1964,Cursed Voice
1965,Petrifying Voice
1966,Hysteric Smash
1967,Cursed Shriek
1968,Petrifying Shriek
1969,Petrifaction
1970,Venomous Tail
1971,Venomous Tail
1972,Tail Slap
1973,Circle Blade
1974,Bravery
1975,Shot
1976,Aimed Shot
1977,Arrow Deluge
1978,Dark Sphere
1979,Petrifaction
1980,Terror Sphere
1981,Discipline
1982,Discipline
1983,Discipline
1984,Attack
1985,Attack
1986,Diffusion Ray
1987,Brainjack
1988,Allagan Field
1989,Critical Surge
1990,Gaseous Bomb
1991,Homing Missile
1992,Atomic Ray
1993,Inertia Stream
1994,Ballistic Missile
1995,Ballistic Missile
1996,Ballistic Missile
1997,Ballistic Missile
1998,Life Drain
1999,Defensive Reaction
2000,Disruption Wave
2001,Triggered Landmine
2002,Landmine Auto-detonation
2003,Rotoswipe
2004,Flamethrower
2005,Ravensclaw
2006,Ravensbeak
2007,Raven's Ascent
2008,Iron Chariot
2009,Iron Chariot
2010,Lunar Dynamo
2011,Lunar Dynamo
2012,Dalamud Dive
2013,Raven Dive
2014,Meteor Stream
2015,Thermionic Beam
2016,Super Nova
2017,Universal Gravitation
2018,Binding Coil
2019,Asphyxiation
2020,Heavensfall
2021,Thermionic Burst
2022,Bahamut's Favor
2023,Megaflare
2024,Megaflare
2025,Meteor Impact
2026,Meteor Impact
2027,Meteor Impact
2028,Debris Burst
2029,Stone Skull
2030,Boulder Clap
2031,Demolish
2032,Earthen Heart
2033,Heavy Strike
2034,Heavy Strike
2035,Heavy Strike
2036,Heavy Strike
2037,Earthshock
2038,Magnetism
2039,Ball of Fire
2040,Deadly Drive
2041,Binding Chain
2042,Neurolink Burst
2043,Fireball
2044,Iceball
2045,Chain Lightning
2046,Chain Lightning
2047,Cauterize
2048,Cauterize
2049,Cauterize
2050,1000-kuponze Swipe
2051,Moogle-Go-Round
2052,Stifling Mogdark
2053,Come at Me Kupo
2054,Searing Moglight
2055,Pom Flare
2056,Pom Meteor
2057,Mog Malison
2058,Pom Cure
2059,Pom Holy
2060,Mog Anthem
2061,Moogle Eye Shot
2062,Mograin of Death
2063,Delta Mog Attack
2064,Delta Mog Attack
2065,Hair Splitter
2066,Fluff Ruffler
2067,1000-kuponze Charge
2068,Mog Creation
2069,Mooglesse Oblige
2070,To Arms
2071,Royal Rouse
2072,Mog Meteor
2073,Scission Thrust
2074,Microwall
2075,1000-tonze Swing
2076,Predatorial Instinct
2077,Piercing Glower
2078,10-tonze Swipe
2079,100-tonze Swipe
2080,100-tonze Swing
2081,Eye of the Beholder
2082,Attack
2083,Dread Tide
2084,Dread Tide
2085,Dread Tide
2086,Aqua Breath
2087,Tail Whip
2088,Scale Darts
2089,Waterspout
2090,Body Slam
2091,Tidal Roar
2092,Spinning Dive
2093,Splash
2094,Tidal Wave
2095,Grand Fall
2096,Tidal Cannon
2097,Briny Veil
2098,Spinning Dive
2099,Demon Eye
2100,Vivifying Gleam
2101,Bull Charge
2102,Cold Stare
2103,Jettatura
2104,Jettatura
2105,Bestial Roar
2106,Leafstorm
2107,Heavensfall
2108,Whirlwind Slash
2109,Whirlwind Slash
2110,Bitter End
2111,Bitter End
2112,Pradamante
2113,Giga Jump
2114,Frog Song
2115,Tiny Song
2116,Rocket Punch
2117,Grovel
2118,Wind Slash
2119,Burst
2120,Unknown
2121,Memento Moogle
2122,Bomb Toss
2123,Divine Embrace
2124,Sacred Garden
2125,Cross Lance
2126,Cross Lance
2127,Standstill
2128,Thal's Fury
2129,Thal's Judgment
2130,Fireball
2131,Heat Breath
2132,Tail Smash
2133,Deadly Hold
2134,Wild Charge
2135,Cast Light
2136,Master Recipe Book
2137,Bomb Spark
2138,Electrocute
2139,Unknown
2140,Bombardment
2141,Iron Ball
2142,Seedvolley
2143,the Lion's Breath
2144,the Ram's Voice
2145,the Dragon's Voice
2146,Hood Swing
2147,Whip Back
2148,Regorge
2149,Gust
2150,Shot
2151,Attack
2152,Pulse Transmission
2153,透明：メテオ核予兆/小：バハムートダンジョン2/Trash
2154,Bombardment
2155,Mold Burst
2156,Acid Rain
2157,Frenzy
2158,Sacrifice
2159,Pradamante
2160,Spit
2161,Bahamut's Claw
2162,リヴァイアサン：魔法反撃
2163,リヴァイアサン：遠隔反撃
2164,Mantle of the Whorl
2165,Veil of the Whorl
2166,Mog Meteor
2167,Stardust
2168,Acid Mist
2169,Thorn Whip
2170,Leafstorm
2171,Ballistic Missile
2172,Ballistic Missile
2173,Ballistic Missile
2174,透明：メテオ核予兆/大：バハムートダンジョン2/Trash
2175,Fire II
2176,Thunder III
2177,Oversurge
2178,Fire Dust
2179,Pebble
2180,Briary Growth
2181,Goblin Rush
2182,Bomb Toss
2183,Savage Swipe
2184,Aqua Burst
2185,Delta Mog Attack
2186,Spinning Dive
2187,Spinning Dive
2188,Overpower
2189,Glider Ram
2190,Sniper Shot
2191,Thal's Fury
2192,Attack
2193,Aqua Breath
2194,Tail Whip
2195,Scale Darts
2196,Waterspout
2197,Body Slam
2198,Spinning Dive
2199,Tidal Roar
2200,Splash
2201,Tidal Wave
2202,Grand Fall
2203,Dread Tide
2204,Ripe Banana
2205,Browbeat
2206,Stool Pelt
2207,Chest Thump
2208,Streak
2209,Wallop
2210,Clearout
2211,Stool Pelt
2212,Ink Blot
2213,Ink Blot
2214,Ruin
2215,Seize
2216,Hurl
2217,Seawater Cannon
2218,Clearout
2219,Wallop
2220,World's End
2221,Blazing Trail
2222,Deadly Drive
2223,Iceball
2224,Dragon's Blood
2225,Strident Scream
2226,透明：ギミック汎用：引き寄せ
2227,Jaws of Death
2228,Upwell
2229,Spittle
2230,Spittle Splatter
2231,Riptide
2232,Watery Grave
2233,Watery Grave
2234,Waterwhirl
2235,Surface Breach
2236,Whirlpool
2237,Iron Kiss
2238,Spindly Finger
2239,Ripe Banana
2240,Spinning Edge
2241,Shade Shift
2242,Gust Slash
2243,Kiss of the Wasp
2244,Mutilate
2245,Hide
2246,Assassinate
2247,Throwing Dagger
2248,Mug
2249,Goad
2250,Sneak Attack
2251,Dancing Edge
2252,Kiss of the Viper
2253,Hide
2254,Death Blossom
2255,Aeolian Edge
2256,Jugulate
2257,Shadow Fang
2258,Trick Attack
2259,Ten
2260,Ninjutsu
2261,Chi
2262,Shukuchi
2263,Jin
2264,Kassatsu
2265,Fuma Shuriken
2266,Katon
2267,Raiton
2268,Hyoton
2269,Huton
2270,Doton
2271,Suiton
2272,Rabbit Medium
2273,Rending Snath
2274,Shock Strike
2275,Thunderspark
2276,Thunderstorm
2277,Thunderstorm
2278,Thunderstorm
2279,Judgment Bolt
2280,Chaotic Strike
2281,Rolling Thunder
2282,Thunderbolt
2283,Increased Sentence
2284,Shock Strike
2285,Thunderspark
2286,Thunderstorm
2287,Thunderstorm
2288,Thunderstorm
2289,Judgment Bolt
2290,Chaotic Strike
2291,Rolling Thunder
2292,Thunderbolt
2293,Rake
2294,the Lion's Breath
2295,Swinge
2296,Agony
2297,Agony
2298,Nip
2299,Hard Stomp
2300,Diamondback
2301,アダマン：亀ドラゴン：回転ジェット準備：ストーンヴィジルハード
2302,Whipstream
2303,アダマン：亀ドラゴン：回転ジェット終了：ストーンヴィジルハード
2304,Cannonball Ricochet
2305,Electric Velitation
2306,Tail Chase
2307,Iron Kiss
2308,Spindly Finger
2309,Cannonball Ricochet
2310,Ripper Claw
2311,Fireball
2312,Heat Breath
2313,Tail Smash
2314,Wild Charge
2315,Bloodboil
2316,Bone Shaker
2317,Ancient Flare
2318,Ink
2319,Unholy
2320,Iron Justice
2321,Topple
2322,Smolder
2323,Shiver
2324,Shudder
2325,Iron Justice
2326,Daybreak
2327,Daybreak
2328,Daybreak
2329,Firewalker
2330,Searing Chain
2331,Infinite Anguish
2332,King's Will
2333,Douse
2334,Drench
2335,Scale Ripple
2336,Falling Sky
2337,Quake
2338,Dragon Breath
2339,Drain
2340,Breakga
2341,Roast
2342,Cauterize
2343,Fireball
2344,Hunter's Moon
2345,Hunter's Moon
2346,Astral Punch
2347,Ancient Flare
2348,Aura
2349,Blood Moon
2350,Iron Justice
2351,Deathstream
2352,Terror Eye
2353,Vile Utterance
2354,Double Axe Handle
2355,Knuckle Press
2356,Burning Rave
2357,Burning Rave
2358,Aura Cannon
2359,Ancient Quake
2360,Festal Cant
2361,Ancient Quaga
2362,Unholy
2363,Comet Impact
2364,Meteor Impact
2365,Aetherochemical Reaction
2366,Aetherochemical Explosion
2367,Imperium
2368,Lightning Bolt
2369,Unknown
2370,Thunderbolt
2371,Mini
2372,The Last Bout
2373,The Last Dance
2374,The Last Song
2375,Plasma Release
2376,The Last Song
2377,Pyrotechnics
2378,Pyrotechnics
2379,Coloratura
2380,Firaga Forte
2381,Tremblor
2382,Blizzaga Forte
2383,Thundaga Forte
2384,Thundaga Forte
2385,Midwinter Tragedy
2386,Ranine Comedy
2387,ガーディアン：ブレス：詠唱無し
2388,Conductivity
2389,Quick Nock
2390,Inhumanity
2391,Rotting Arrow
2392,Wallop
2393,Tantrum
2394,Spontaneous Combustion
2395,Death Throes
2396,Iron Justice
2397,Cloudcover
2398,Black Nebula
2399,Soul Burst
2400,Spirit Burst
2401,Soul Charge
2402,Red Wedding
2403,Eyes for You
2404,Head over Heels
2405,In Sickness and in Health
2406,Desolation
2407,Terror Eye
2408,Spiral Spin
2409,Desolation
2410,Level X Petrify
2411,Stone
2412,Grim Fate
2413,Heartburn
2414,Elbow Drop
2415,Double Smash
2416,100-tonze Swipe
2417,100-tonze Swing
2418,Glower
2419,Eye of the Beholder
2420,Burning Cyclone
2421,Levinshower
2422,Bad Breath
2423,Vine Probe
2424,Boulder Clap
2425,Rockslide
2426,Self-destruct
2427,Petribreath
2428,Numbing Breath
2429,Poison Breath
2430,Terror Eye
2431,Burst
2432,Attack
2433,Sweet Steel
2434,Magitek Cannon
2435,Photon Stream
2436,Fiery Breath
2437,Sneeze
2438,Aura Curtain
2439,Cavatina
2440,Cavatina
2441,Curtain Call
2442,Diamond Dust
2443,Toad Breath
2444,Void Fire II
2445,Salivous Snap
2446,Attack
2447,Oculus
2448,Low Peal
2449,Deep Chill
2450,Inner Demons
2451,Frost Blade
2452,Melt
2453,Frost Staff
2454,Icebrand
2455,Hailstorm
2456,Hailstorm
2457,Permafrost
2458,attack
2459,attack
2460,Absolute Zero
2461,Dreams of Ice
2462,Icicle Impact
2463,attack
2464,Heavenly Strike
2465,Glacier Bash
2466,Diamond Dust
2467,透明：シヴァ：凍結レクト：ノックバック用
2468,Whiteout
2469,
2470,
2471,
2472,
2473,
2474,
2475,Brackish Rain
2476,Brackish Drop
2477,Hatch
2478,Wings of Woe
2479,Flounder
2480,Big Scissors
2481,Bubble Bath
2482,Final Sting
2483,
2484,Bloody Caress
2485,Thorn Whip
2486,Thorn Whip
2487,Briary Growth
2488,Floral Trap
2489,Devour
2490,Spit
2491,Spit
2492,Viscid Emission
2493,Blighted Bouquet
2494,Leafstorm
2495,Leafstorm
2496,Leafstorm
2497,Swarm
2498,Acid Rain
2499,Acid Rain
2500,Rotten Stench
2501,Leafstorm
2502,Sharp Sting
2503,Terminal Sting
2504,Acid Spray
2505,Acid Cloud
2506,Acid Ooze
2507,Tail Slap
2508,Red Lotus Blade
2509,Circle of Flames
2510,Circle Blade
2511,Cursed Voice
2512,Petrifying Voice
2513,Hysteric Smash
2514,Cursed Shriek
2515,Petrifying Shriek
2516,Petrifaction
2517,Venomous Tail
2518,Venomous Tail
2519,Tail Slap
2520,Circle Blade
2521,Bravery
2522,Shot
2523,Aimed Shot
2524,Arrow Deluge
2525,Dark Sphere
2526,Petrifaction
2527,Terror Sphere
2528,Frenzy
2529,Sacrifice
2530,Discipline
2531,Discipline
2532,Discipline
2533,Attack
2534,Attack
2535,Diffusion Ray
2536,Brainjack
2537,Allagan Field
2538,Critical Surge
2539,Gaseous Bomb
2540,Homing Missile
2541,Atomic Ray
2542,Inertia Stream
2543,Ballistic Missile
2544,Ballistic Missile
2545,Ballistic Missile
2546,Ballistic Missile
2547,Ballistic Missile
2548,Life Drain
2549,Defensive Reaction
2550,Disruption Wave
2551,Triggered Landmine
2552,Landmine Auto-detonation
2553,Rotoswipe
2554,Flamethrower
2555,Ravensclaw
2556,Ravensbeak
2557,Raven's Ascent
2558,Iron Chariot
2559,Lunar Dynamo
2560,Dalamud Dive
2561,Raven Dive
2562,Meteor Stream
2563,Thermionic Beam
2564,Stardust
2565,Bahamut's Claw
2566,Super Nova
2567,Universal Gravitation
2568,Binding Coil
2569,Asphyxiation
2570,Heavensfall
2571,Thermionic Burst
2572,Bahamut's Favor
2573,Megaflare
2574,Megaflare
2575,Meteor Impact
2576,Meteor Impact
2577,Meteor Impact
2578,Debris Burst
2579,Stone Skull
2580,Boulder Clap
2581,Demolish
2582,Earthen Heart
2583,Heavy Strike
2584,Heavy Strike
2585,Heavy Strike
2586,Heavy Strike
2587,Earthshock
2588,Magnetism
2589,Ball of Fire
2590,Deadly Drive
2591,Binding Chain
2592,Neurolink Burst
2593,Fireball
2594,Iceball
2595,Chain Lightning
2596,Chain Lightning
2597,Cauterize
2598,Cauterize
2599,Cauterize
2600,Heavensfall
2601,Seedvolley
2602,the Lion's Breath
2603,the Ram's Voice
2604,the Dragon's Voice
2605,Hood Swing
2606,Whip Back
2607,Regorge
2608,Gust
2609,Shot
2610,Attack
2611,Pulse Transmission
2612,透明：メテオ核予兆/小：バハムートダンジョン2/Trash
2613,透明：メテオ核予兆/大：バハムートダンジョン2/Trash
2614,
2615,Low Voltage
2616,Object 130
2617,Auto-cannons
2618,Self-destruct
2619,Infatuation
2620,Saturate
2621,
2622,Ram
2623,Teary Twirl
2624,Pluck and Prune
2625,Pungent Pirouette
2626,Heirloom Scream
2627,Pollen
2628,Mystery Waltz
2629,
2630,Cannonfire
2631,Self-destruct
2632,透明：2014夏祭り花火
2633,
2634,
2635,Shock Strike
2636,Thunderspark
2637,Thunderstorm
2638,Thunderstorm
2639,Thunderstorm
2640,Judgment Bolt
2641,Chaotic Strike
2642,Rolling Thunder
2643,Thunderbolt
2644,Increased Sentence
2645,a Realm Reborn
2646,
2647,Flying Frenzy
2648,Fireball
2649,Wild Charge
2650,Earthen Heart
2651,Poison Dust
2652,Dark Orb
2653,Dark Dome
2654,Condemnation
2655,Condemnation
2656,Charybdis
2657,Mark of Pain
2658,Death Ray
2659,Hex Eye
2660,Catharsis
2661,Golden Tongue
2662,Claw
2663,Bad-mouth
2664,Kick and Scream
2665,Kick and Scream
2666,Sticky Web
2667,Caustic Spray
2668,Deadly Thrust
2669,Deadly Thrust
2670,Realm Shaker
2671,Silkscreen
2672,Deadly Thrust
2673,Hammer Beak
2674,Petribreath
2675,Numbing Breath
2676,Poison Breath
2677,Slumber Breath
2678,"10,000 Needles"
2679,"20,000 Needles"
2680,"30,000 Needles"
2681,Microblaster
2682,Charged Whisker
2683,Petrifying Eye
2684,Petriblaster
2685,Stone Cold
2686,Megablaster
2687,Levinshower
2688,Levinfang
2689,Electrify
2690,Electrify
2691,
2692,Terror Touch
2693,Paralyze III
2694,Tornado
2695,Spinning Kick
2696,Groundburst
2697,Gravity Force
2698,Drench
2699,Douse
2700,Douse
2701,Scale Ripple
2702,Scale Ripple
2703,Counter Maneuvers
2704,Counter Maneuvers
2705,Shred
2706,the Hand
2707,Shred
2708,the Hand
2709,
2710,Bubble Shower
2711,Big Scissors
2712,Bubble Bath
2713,Crab Dribble
2714,
2715,Lateral Slash
2716,Sharpened Knife
2717,the Scourge of Nym
2718,Throat Stab
2719,Whetstone
2720,Transonic Blast
2721,Flying Frenzy
2722,Breath Wing
2723,Sonic Storm
2724,Sonic Boom
2725,Rake
2726,the Lion's Breath
2727,Swinge
2728,Stagnant Spray
2729,Nightmarish Light
2730,Peculiar Light
2731,Bog Bomb
2732,Wild Rattle
2733,Dripping Fang
2734,Stone Gaze
2735,Hood Swing
2736,Whip Back
2737,Regorge
2738,Steel Scales
2739,Disseminate
2740,Canopy
2741,Arboreal Storm
2742,Acorn Bomb
2743,Backhand Blow
2744,Rise and Fall
2745,
2746,Mind Blast
2747,Mind Melt
2748,Tornado
2749,
2750,Acid Mist
2751,Acid Mist
2752,Acid Mist
2753,Acid Mist
2754,Hundred Lashings
2755,Bloody Caress
2756,Gold Dust
2757,Leafstorm
2758,Viscid Emission
2759,Bombination
2760,Whipcrack
2761,Aero Blast
2762,Stormwind
2763,Eerie Soundwave
2764,Plague Swipe
2765,Corrosive Gale
2766,10-tonze Swipe
2767,10-tonze Swing
2768,100-tonze Swipe
2769,100-tonze Swing
2770,Glower
2771,Eye of the Beholder
2772,1000-tonze Swing
2773,Predatorial Instinct
2774,
2775,
2776,Dissever
2777,White Breath
2778,Ball of Fire
2779,Ball of Ice
2780,Triumvirate
2781,Mean Thrash
2782,Fear Itself
2783,Stone Skull
2784,Boulder Clap
2785,True Grit
2786,Plaincracker
2787,Obliterate
2788,Rockslide
2789,Earthen Heart
2790,Magnetism
2791,Sand Breath
2792,Sandstorm
2793,Poison Breath
2794,Earthquake
2795,Sand Cyclone
2796,Bottomless Desert
2797,Sand Pillar
2798,Beatdown
2799,Inhale
2800,Moldy Sneeze
2801,Sickly Sneeze
2802,Moldy Phlegm
2803,Goobbue's Grief
2804,Attractant
2805,Sticky Tongue
2806,Solidifying Secretion
2807,Lethal Lap
2808,Lap
2809,Labored Leap
2810,Vasoconstrictor
2811,Fireball
2812,Heat Breath
2813,Tail Smash
2814,Deadly Hold
2815,Wild Charge
2816,Pulverizing Pound
2817,Horrisonous Blast
2818,Seismic Rift
2819,Khoomii
2820,Sonorous Blast
2821,
2822,Encierro
2823,Devil Eye
2824,Petrifaction
2825,Bull Charge
2826,Cold Stare
2827,Jettatura
2828,Bestial Roar
2829,Mow
2830,Triclip
2831,Frightful Roar
2832,Mortal Ray
2833,Salivous Snap
2834,Dragon Breath
2835,Granite Rain
2836,Toxic Vomit
2837,Evil Eye
2838,
2839,Grand Sword
2840,Grand Strike
2841,System Evaluation
2842,Magitek Ray
2843,Overheat
2844,Exhaust
2845,Plasma Field
2846,Plasma Field
2847,Void Fire
2848,Void Fire II
2849,Void Fire III
2850,Void Thunder
2851,Void Thunder II
2852,Void Thunder III
2853,Void Blizzard
2854,Void Blizzard II
2855,Void Blizzard III
2856,Countershot
2857,
2858,
2859,
2860,
2861,
2862,Void Blizzard III
2863,
2864,Rook Autoturret
2865,Bishop Autoturret
2866,Split Shot
2867,Reload
2868,Slug Shot
2869,Lead Shot
2870,Spread Shot
2871,Grenado Shot
2872,Hot Shot
2873,Clean Shot
2874,Gauss Round
2875,Heartbreak
2876,Reassemble
2877,Leg Graze
2878,Wildfire
2879,Quick Reload
2880,Gauss Barrel
2881,Rapid Fire
2882,Rend Mind
2883,Suppressive Fire
2884,Foot Graze
2885,Hypercharge
2886,Head Graze
2887,Dismantle
2888,Blank
2889,Promotion
2890,Ricochet
2891,Volley Fire
2892,Aether Mortar
2893,Ossify
2894,Eternity Ring
2895,Rotting Bandages
